Code,Label
"class Solution {
    public int searchInsert(int[] nums, int target) {
        int l=0,h=nums.length-1;
        while(l<=h){
            int mid = l+(h-l)/2;
            if(nums[mid]==target) return mid;
            else if(nums[mid]>target){
                h=mid-1;
            }
            else{
                l=mid+1;
            }
        }
        return l;
    }
}",0
"class Solution {
    public int lengthOfLastWord(String s) {
        int length = 0;

        for(int i=s.length()-1 ; i>=0 ; i--)
        {
            if(s.charAt(i)!= ' ')
                length++;
            else
                if(length>0) return length;
        }
        return length;
    }
}",0
"class Solution {
    StringBuilder s=new StringBuilder();
    public int[] plusOne(int[] digits) {
        for(int i=(digits.length)-1;i >= 0;i--){
            if(digits[i]<9){
                digits[i]=digits[i]+1;
                return digits;
            }else if(digits[i]==9){
                digits[i]=0;
            }   
        }
        int[] newarr=new int[digits.length+1];
        newarr[0]=1;
        return newarr;
    }
}",0
"public String addBinary(String s1, String s2) {
    int i = s1.length() - 1, j = s2.length() - 1, c = 0;
    String s = """";
    
    while (i >= 0 || j >= 0 || c == 1) {
        int a = (i < 0) ? 0 : s1.charAt(i--) - '0';
        int b = (j < 0) ? 0 : s2.charAt(j--) - '0';
        
        s = (char)('0' + a ^ b ^ c) + s;
        c = (a + b + c) >> 1;
    }
    
    return s;
}",0
"class Solution {
    public int mySqrt(int x) {

     if(x==0 || x==1){
        return x;
     }

     double n=0;
     double sq=x/2;

     do{
        n=sq;
        sq=(n+(x/n))/2;

     }while(n-sq!=0);

    return (int)sq;

    }
}",0
"class Solution {
    public int climbStairs(int n) {

        int dp[] = new int [n+2];
        dp[1] = 1;
        dp[0] = 1;
        for(int i=2;i<=n;i++){
            dp[i] = dp[i-1] + dp[i-2];
        }
        return dp[n];
    }
}",0
"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     int val;
 *     ListNode next;
 *     ListNode() {}
 *     ListNode(int val) { this.val = val; }
 *     ListNode(int val, ListNode next) { this.val = val; this.next = next; }
 * }
 */
class Solution {
    public ListNode deleteDuplicates(ListNode head) {
        ListNode curr=head;
 
         if(head==null)
         {
            return null;
         }
        while(curr.next!=null )
        {
            if(curr.val==curr.next.val)
            {
                curr.next=curr.next.next;
              
            }
            else
            {
                curr=curr.next;
            }
        }
        return head;
    }
}",0
"class Solution {
    public void merge(int[] nums1, int m, int[] nums2, int n) {
        
        int i = m -1;
        int j = n -1;
        int k = m + n -1;

        while(j >= 0){
            if(i >= 0 && nums1[i] > nums2[j]){
                nums1[k] = nums1[i];
                k--;
                i--;
            }else{
                nums1[k] = nums2[j];
                k--;
                j--;
            }
        }

    }
    
}",0
"
class Solution {
    public List<Integer> inorderTraversal(TreeNode root) {
        List<Integer> res = new ArrayList<>();
        traverse(root, res);
        return res;
    }
    public static void traverse(TreeNode root, List<Integer> ds){
        if(root == null){
            return;
        }
        traverse(root.left, ds);
        ds.add(root.val);
        traverse(root.right, ds);
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public boolean isSameTree(TreeNode p, TreeNode q) {
        // check base case
        if (p == null && q == null)
            return true;
        if (p == null || q == null)
            return false;

        // Now check the values
        if (p.val != q.val)
            return false;
        return isSameTree(p.left, q.left) && isSameTree(p.right, q.right);
    }
}",0
"class Solution {
    public boolean helper(TreeNode left, TreeNode right) {
        if (left == null && right == null) return true;
        if (left == null || right == null) return false;

        if (left.val != right.val) return false;

        return helper(left.left, right.right) && helper(left.right, right.left);
    }

    public boolean isSymmetric(TreeNode root) {
        return helper(root.left, root.right);
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution 
{
    public int maxDepth(TreeNode root) 
    {
        if(root==null) return 0;
        return 1+Math.max(maxDepth(root.left),maxDepth(root.right));
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public TreeNode sortedArrayToBST(int[] nums) {
        if (nums == null || nums.length == 0) {
            return null;
        }
        return constructBST(nums, 0, nums.length - 1);
    }
    
    private TreeNode constructBST(int[] nums, int left, int right) {
        if (left > right) {
            return null;
        }
        
        int mid = left + (right - left) / 2;
        TreeNode root = new TreeNode(nums[mid]);
        
        root.left = constructBST(nums, left, mid - 1);
        root.right = constructBST(nums, mid + 1, right);
        
        return root;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {

    public int height(TreeNode root){
        if(root == null){
            return 0;
        }
        int l = height (root.left);
        int r = height(root.right);

        int out = 0;

        if (l == -1 || r == -1)  return -1;
        if (Math.abs(l - r) > 1)  return -1;
        
return Math.max(l, r) + 1;

        
    }

    
    public boolean isBalanced(TreeNode root) {

        if(root == null){
            return true;
        }

        if (height(root) == -1)  return false;
return true;  
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public int minDepth(TreeNode root) {
          if (root==null)
            return 0;
        else if(root.left==null && root.right == null)
            return 1;
        else if(root.left == null)
            return 1 + minDepth(root.right);
        else if(root.right == null)
            return 1 + minDepth(root.left);
        else
            return 1 + Math.min(minDepth(root.left), minDepth(root.right));
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public boolean hasPathSum(TreeNode root, int targetSum) {
        if(root==null){ return false;}
         if(root.left == null && root.right == null)

        {
            return targetSum == root.val;
        }

        boolean lSum = hasPathSum(root.left, targetSum - root.val);
        boolean rSum = hasPathSum(root.right, targetSum- root.val);

        return lSum || rSum;
    }

   
}",0
"class Solution {
    public static int funnCr(int n,int r){
        long res=1;
        for(int i=0;i<r;i++){
            res=res*(n-i);
            res/=(i+1);
        }
        return (int)res;
    }
    public List<List<Integer>> generate(int n) {
        List<List<Integer>> ans=new ArrayList<>();
        for(int row=0;row<n;row++){
            List<Integer> temp=new ArrayList<>();
            for(int col=0;col<=row;col++){
                temp.add(funnCr(row,col));
            }
            ans.add(temp);
        }
        return ans;
    }
}",0
"class Solution {
    public List<Integer> getRow(int rowIndex) {
        List<Integer> row=new ArrayList<>();
        row.add(1);
        for(int i=1;i<=rowIndex;i++){
            row.add((int)((long)row.get(i-1)*(rowIndex-i+1)/i));
        }
        return row;
    }
}",0
"class Solution {
    /*************
    TC - O(n)
    SC - O(1)
    ************* */
    public int maxProfit(int[] prices) {
      int minBuy = Integer.MAX_VALUE;
      int profit = 0;

      for(int i=0;i<prices.length;i++){
        minBuy = Math.min(minBuy,prices[i]);
        profit = Math.max(profit,prices[i] - minBuy);
      }
      return profit;
    }
}",0
"class Solution {
    public boolean isPalindrome(String s) {
        int l = 0;
        int r = s.length() - 1;
        while (l < r) {
            while (!(Character.isLetterOrDigit(s.charAt(l))) && (l < r)) {
                l++;
            }
            while (!(Character.isLetterOrDigit(s.charAt(r))) && (l < r)) {
                r--;
            }
            if (Character.toLowerCase(s.charAt(l)) != Character.toLowerCase(s.charAt(r))) {
                return false;
            }
            l++;
            r--;
        }
        return true;
    }
}",0
"class Solution {
    public int singleNumber(int[] nums) {
        int result = 0;

        for(int num : nums){
            result ^= num;
        }

        return result;
    }
}",0
"/**
 * Definition for singly-linked list.
 * class ListNode {
 *     int val;
 *     ListNode next;
 *     ListNode(int x) {
 *         val = x;
 *         next = null;
 *     }
 * }
 */
public class Solution {
    public boolean hasCycle(ListNode head) {
        
        if(head == null) {
return false;
}

ListNode fast = head;
ListNode slow = head;

do {
if(fast.next == null || fast.next.next == null) {
return false;
}
fast = fast.next.next;
slow = slow.next;
} while(fast != slow);

return true;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public List<Integer> preorderTraversal(TreeNode root) {
        List<Integer> list = new ArrayList<>();
        Stack<TreeNode> stack = new Stack();
        if(root!=null){
            stack.add(root);
        }
        while(!stack.isEmpty()){
           TreeNode tr = stack.pop();
           list.add(tr.val);
           if(tr.right!=null) stack.add(tr.right);
           if(tr.left!=null) stack.add(tr.left);
        }
        return list;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public List<Integer> postorderTraversal(TreeNode root) {

        List<Integer> list=new ArrayList<Integer>();
        helper(root,list);
        return list;
        
    }

    public void helper(TreeNode node, List<Integer> list){
        if(node==null)
        return;

        helper(node.left,list);
        helper(node.right,list);
        list.add(node.val);
    }
}",0
"class Solution {
    public String convertToTitle(int c) {
       
        StringBuilder res = new StringBuilder();
        while (c > 0) {
            c--; 
            int ch = c % 26;
            res.insert(0, (char) (ch + 'A')); 
            c /= 26;
        }
        
        return res.toString();

    }
}",0
"import java.util.*;
class Solution {
    public int majorityElement(int[] nums) {
        HashMap<Integer,Integer> map = new HashMap<>();
        // List<Integer> l = new ArrayList<>();
        int len = nums.length;
        for(int i=0;i<len;i++){
            if(map.containsKey(nums[i])){
                map.put(nums[i],map.get(nums[i])+1);
            }
            else{
                map.put(nums[i],1);
            }
        }
        for(int key : map.keySet()){
            if(map.get(key) > len/2){
                return key;
            }
        }
        return -1;
    }
}",0
"class Solution {
    public int titleToNumber(String columnTitle) {
        var columnNumber = 0;

        for (var columnChar : columnTitle.toCharArray()) {
            columnNumber = columnNumber * 26 + 1 + ((int) columnChar - 65);
        }
        return columnNumber;
    }
}",0
"public class Solution {
    // you need treat n as an unsigned value
    public int reverseBits(int n) {
        int ans = 0;   // make variable ans to store the final answer.
        for(int i=0;i<32;i++){   // Iterate the loop 1 to 31 times and in the loop make variable lsb as 0.
            int lsb = 0;
            if(((n>>i)&1)==1){   // go to the every bit and check ith bit in i is set or not if ith bit is set make first to ith bit set(1<<31-i) and store in to the lsb.
                lsb = 1<<31-i;
                ans = ans | lsb;   // every time time set lsb th bit into the ans using or(|) bitwise operator.
            }
        }
        return ans;///  return ans.
    }
}",0
"class Solution {
    public int hammingWeight(int n) {
        int c=0;
        while(n>0){
            if(n%2==1)
                c++;
            n=n/2;
        }
        return c;
    }
}",0
"class Solution {
    public boolean isHappy(int n) {
        
        int sum=0;
        while(n!=1 && n!=4)
        {
           
            while(n>0)
            {
                int rem=n%10;
                sum+=(rem*rem);
                n=n/10;
                
            }
            n=sum;
            sum=0;
        }
        if(n==1)
            return true;
        return false;
    }
}",0
"class Solution {
    public boolean isIsomorphic(String s, String t) {
        //Used to Map Relation of Characters of two Strings
        HashMap<Character, Character> map = new HashMap<>();
        for (int i = 0; i < s.length(); i++) {
            //Check for the Key in the Map (Char of S) 
            if (!map.containsKey(s.charAt(i))) {
                //Check for the Corresponding Char Value 
                if (map.containsValue(t.charAt(i))) {
                    return false;
                } else {
                    //Store the Map Relation 
                    map.put(s.charAt(i), t.charAt(i));
                }
            } else {
                //If Other char is positioned then return false
                if (map.get(s.charAt(i)) != t.charAt(i)) {
                    return false;
                }
            }
        }
        return true;
    }
}",0
"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     int val;
 *     ListNode next;
 *     ListNode() {}
 *     ListNode(int val) { this.val = val; }
 *     ListNode(int val, ListNode next) { this.val = val; this.next = next; }
 * }
 */
class Solution {
    public ListNode reverseList(ListNode head){
        if(head==null || head.next==null){
            return head;
        }
        ListNode lft = head;
        ListNode rht = head.next;
        ListNode temp = head.next.next;
        head.next = null;
        while(temp!=null){
            rht.next = lft;

            lft = rht;
            rht = temp;
            temp = temp.next;
        }
        rht.next = lft;
        return rht;
    }
}",0
"class Solution {
    public boolean containsDuplicate(int[] nums) {
        Set<Integer> uniqueElements = new HashSet<>();

        for (int num : nums) {
            if (uniqueElements.contains(num))
                return true; // Duplicate found
            uniqueElements.add(num);
        }
        return false; // No duplicates found
    }
}",0
"class Solution {
    public boolean containsNearbyDuplicate(int[] nums, int k) {
         
        HashMap<Integer,Integer> map = new HashMap<>();
    
        for( int i = 0; i< nums.length; i++){
            if(map.containsKey(nums[i])){            
                if( i - map.get(nums[i]) <= k ){
                    return true;
                }
            } 
            map.put(nums[i] , i);
        }
 
        return false;
        
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public int countNodes(TreeNode root) {
        if (root == null) return 0;

        // get height of tree:
        int h = 0;
        TreeNode tmp = root;
        while(tmp.left != null) {
            h++;
            tmp = tmp.left;
        }

        // binary search:
        List<Boolean> path = new LinkedList<>();
        for (int i = 0; i < h; i++) {
            TreeNode node = root;

            // (1): step i-times into the correct, known halves
            int j = 0;
            while (j < i) {
                boolean rightHalf = path.get(j);
                node = rightHalf ? node.right : node.left;
                j++;
            }

            // (2)&(3): go right once, then left until the end  
            while(j < h) {
                node = j==i ? node.right : node.left;
                j++;
            }

            boolean rightHalf = node != null;
            path.add(rightHalf);
        }

        // turn boolean path into number (e.g. [true, false, false] = 100 binary = 4 decimal)
        int lastLeaf = 0;
        int len = path.size();
        for (int i = 0; i < len; i++) {
            if (!path.get(i)) continue;

            lastLeaf += (int) Math.pow(2, len-1-i);
        }

        int maxNodes = ((int) Math.pow(2, h+1)) - 1; // e.g. tree of height 3 can have max. 2^4 - 1 nodes.
        int maxLeaf = ((int) Math.pow(2, h)) - 1; // e.g. tree of height 3 can have max. leaf with binary number 2^3 - 1.
        int missingLeaves = maxLeaf - lastLeaf;

        return maxNodes - missingLeaves;
    }
}",0
"class MyStack {

    Queue<Integer> q1 = new LinkedList<>();
    Queue<Integer> q2 = new LinkedList<>();

    public MyStack() {
        
    }
    
    public void push(int x) {
        while(!q1.isEmpty()){
            q2.add(q1.remove());
        }
        q1.add(x);
        while(!q2.isEmpty()){
            q1.add(q2.remove());
        }
    }
    
    public int pop() {
        return q1.remove();
        
    }
    
    public int top() {
        return q1.peek();
        
    }
    
    public boolean empty() {
        return q1.isEmpty() && q2.isEmpty();
        
    }
}

/**
 * Your MyStack object will be instantiated and called as such:
 * MyStack obj = new MyStack();
 * obj.push(x);
 * int param_2 = obj.pop();
 * int param_3 = obj.top();
 * boolean param_4 = obj.empty();
 */",0
"class Solution {
    public String reverseVowels(String s) {
        char[] cs = s.toCharArray();
        int lc = cs.length - 1,i=0;
        String sv = ""AEIOUaeiou"";
        char ch;

        while(i<lc){
            if(sv.contains(cs[i]+"""") && sv.contains(cs[lc]+"""")){
                ch=cs[i];
                cs[i]=cs[lc];
                cs[lc]=ch;
                lc--;
                i++;
            }
            if(!sv.contains(cs[i]+"""")) i++;
            if(!sv.contains(cs[lc]+"""")) lc--;
        }
        s = new String(cs);
        return s;
    }
}",0
"class Solution {
    public String reverseOnlyLetters(String s) {
        StringBuilder reversed_string = new StringBuilder();
        int j = s.length()-1;
        for(int i = 0; i<s.length(); i++){
            if(Character.isLetter(s.charAt(i))){
                while(!Character.isLetter(s.charAt(j))){
                    j--;
                }
                reversed_string.append(s.charAt(j));
                j--;
            }else{
                reversed_string.append(s.charAt(i));
            }
        }
        return reversed_string.toString();
    }
}",0
"class Solution {
    public void reverseString(char[] s) {
        int i = 0;
        int j = s.length-1;
        while(i<j){
            char temp = s[i];
            s[i++] = s[j];
            s[j--] = temp;
        }
    }
}",0
"class Solution {
    public String reverseStr(String s, int k) {
        char[]arr=s.toCharArray();
        int n=arr.length;
        for(int i=0;i<n;i=i+2*k){
            int start=i;
            int end=Math.min(i+k-1,n-1);

            while(start<end){
                char tmp=arr[start];
                arr[start]=arr[end];
                arr[end]=tmp;
                start++;
                end--;
            }
        }
        return new String(arr);
    }
    
}",0
"public class Solution {
    public String reversePrefix(String word, char ch) {
        int indexFirstOccurrence = word.indexOf(ch);
        if (indexFirstOccurrence == -1) {
            return word;
        } else {
            char[] arr = word.toCharArray();
            for (int i = 0; i <= indexFirstOccurrence; i++) {
                arr[i] = word.charAt(indexFirstOccurrence - i);
            }
            return new String(arr);
        }
    }
}",0
"class Solution {
    public boolean isSubstringPresent(String s) {
        StringBuffer sb=new StringBuffer(s);
        sb.reverse();
        String ma=sb.toString();
        for(int i=0;i<s.length()-1;i++)
        {
            String st=s.substring(i,i+2);
            if(ma.indexOf(st)!=-1)
            {
                return true;
            }
        }
        return false;
    }
}",0
"class Solution {
    public boolean isSameAfterReversals(int num) {
    int target=reverse(num);
    return reverse(target)==num;    
    }
    static int reverse(int num)
    {
        int sum=0;
        while(num>0)
        {
            int rem=num%10;
            sum=sum*10+rem;
            num=num/10;
        }
        return sum;
    }
}",0
"class Solution {
    public String reverseWords(String s) {
        StringBuilder sb= new StringBuilder();
        String[] arr= s.split("" "");
        for(int i=0;i<arr.length;i++){
            char[] ch= arr[i].toCharArray();
            int left=0;
            int right= ch.length-1;
            for(left=0, right=ch.length-1;left<right;left++,right--){
                char temp= ch[left];
                ch[left]= ch[right];
                ch[right]= temp;
            }
            sb.append(String.valueOf(ch));
            if(i!=arr.length-1)
                sb.append("" "");
        }
        return sb.toString();
    }
}",0
"class Solution {
    public boolean canBeEqual(int[] target, int[] arr) {

        Arrays.sort(target);
        Arrays.sort(arr);
        for(int i=0; i<target.length; i++){
            if(target[i] != arr[i]){
                return false;
            }
        }
        return true;
    }
}",0
"class MyStack {
    Queue<Integer> q1 = new LinkedList<>();
    Queue<Integer> q2= new LinkedList<>();
    public MyStack() {
        q1 = new LinkedList<>();
        q2 = new LinkedList<>();
    }
    
    public void push(int x) {
        q2.add(x);
        while(!q1.isEmpty()){
            q2.add(q1.remove());
        }
        while(!q2.isEmpty()){
            q1.add(q2.remove());
        }
    }
    
    public int pop() {
        return q1.remove();
    }

    public int top() {
        return q1.peek();
    }
    
    public boolean empty() {
        return q1.isEmpty();
    }
}

/**
 * Your MyStack object will be instantiated and called as such:
 * MyStack obj = new MyStack();
 * obj.push(x);
 * int param_2 = obj.pop();
 * int param_3 = obj.top();
 * boolean param_4 = obj.empty();
 */",0
"class Solution {
    public List<String> summaryRanges(int[] nums) {

        List<String> ans = new ArrayList<>();
        List<List<Integer>> ranges = new ArrayList<>();
        List<Integer> range = new ArrayList<>();

        for (int i = 0; i < nums.length; i++) {
            if (i == 0) {
                range.add(nums[i]);
                continue;
            }
            if (!range.isEmpty()) {
                if (nums[i] == nums[i - 1] + 1) {
                    continue;
                } else {
                    if (!range.contains(nums[i - 1]))
                        range.add(nums[i - 1]);
                    ranges.add(range);
                    range = new ArrayList<>();
                    range.add(nums[i]);
                }
            }
        }
        if (!range.isEmpty()) {
            if (!range.contains(nums[nums.length - 1])) {
                range.add(nums[nums.length - 1]);
            }
            ranges.add(range);
        }
        for (List<Integer> rr : ranges) {
            if (rr.size() == 1) {
                ans.add(rr.get(0).toString());
            } else {
                ans.add(rr.get(0) + ""->"" + rr.get(1));
            }
        }
        return ans;
    }
}",0
"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public TreeNode invertTree(TreeNode root) {
        if(root==null){
            return null ;
        }
        TreeNode left=invertTree(root.left);
        TreeNode right=invertTree(root.right);
        // swap

        if(left==null && right!=null){
            root.left=root.right;
            root.right=null;
        }
        if(right==null && left!=null){
            root.right=root.left;
            root.left=null;
        }
        if(left!=null && right!=null){
            TreeNode righttree=root.right;
            TreeNode lefttree=root.left;
            root.left=righttree;
            root.right=lefttree;
            
        }


        return root;
    }
}",0
"class Solution {
    public boolean isPowerOfTwo(int n) {
        if (n <= 0)
            return false;
        while (n % 2 == 0) {
            n /= 2;
        }
        return n == 1;
    }
}",0
"class MyQueue {

    Stack<Integer> s1=new Stack<>();
    Stack<Integer> s2=new Stack<>();

    public MyQueue() {
        s1=new Stack<>();
        s2=new Stack<>();
    }
    
    public void push(int x) {
        s1.add(x);
    }
    
    public int pop() {
        while(s1.size()>1) {
            s2.add(s1.pop());
        }

        int val=s1.pop();

        while(!s2.isEmpty()) {
            s1.add(s2.pop());
        }

        return val;
    }
    
    public int peek() {
        while(s1.size()>1) {
            s2.add(s1.pop());
        }

        int val=s1.pop();
        s2.add(val);

        while(!s2.isEmpty()) {
            s1.add(s2.pop());
        }

        return val;
    }
    
    public boolean empty() {
        return s1.isEmpty();
    }
}

/**
 * Your MyQueue object will be instantiated and called as such:
 * MyQueue obj = new MyQueue();
 * obj.push(x);
 * int param_2 = obj.pop();
 * int param_3 = obj.peek();
 * boolean param_4 = obj.empty();
 */",0
